–saag-	to V in a strange way; to V weirdly	= -yaag-; kakisaagtuq ‘she's sewing in a strange way’ (from kaki- ‘to sew’)	-ся̄г-	
-saag-	to V in a strange way; to V weirdly			
-saaghte-	to learn to V	see @~f+yaaghte-		
+sagh-	to cause one to V or be V-ed; to endeavor to V	pinighsaghtuq ‘he made himself nice’, pinighsaghaa ‘he made her presentable’ (from pinigh- ‘to be good’); ipegsaghaa ‘he sharpened it’ (from ipeg- ‘to be sharp’)	-сяӷ-	
-sagh-1	to go somewhere in order to V; to go V-ing; to go to celebrate N; to hunt N	see @~f+yagh-1	-яӷ-1	
-sagh-2	to V but …; to V in vain; to V without the desired results	see @~f+yagh-2		
+saghagh-	to try to induce one to V	= seghagh-; this is a “compound verbal” postbase; qiyasaghaghaa ‘he tried to make her cry’ (from qiya- ‘to cry’); neghesaghaghaa ‘he tried to get her to eat’ (from negh<e>- ‘to eat’); nenglaghsaghaghaa ‘he tried to make her laugh’ (from nenglagh- ‘to laugh’); ingaghtesaghaghaa ‘he tried to get her to lie down’ (from ingaghte- ‘to lie down’); tuqutesaghaghaa ‘he tried to get someone to kill it’ (from tuqute- ‘to kill’)	-сяӷаӷ-	
-saghagh-	V early	see @~f+yaghagh-	-яӷаӷ-	
-saghaq	device for V-ing; place for V-ing	see @~f+yaghaq		
-saghpete-	to evidently have V-ed but in vain	see @~f+yaghpete-		
-saghqaa-	to need to V; to be supposed to V; to V in the future	see @~f+yaghqaa-		
-saghqaaghte-	to become necessary to V; to have to V now	see @~f+yaghqaaghte-		
-saghqaq	something that will V or be V-ed	see @~f+yaghqaq		
-saghqaqe-	to need to V; to be supposed to V; to V in the future	see @~f+yaghqaqe-		
+saghtugh-	to hunt N	neghsaghsaghtughtuq ‘he hunted seals’ (from neghsaq ‘seal’); ayveghsaghtughtuq ‘he hunted walrus’ (from ayveq ‘walrus’); kaviighsaghtughtuq ‘he hunted foxes’ (from kaviiq ‘fox’); said to be more specific than -yagh-3  (q.v.)	-сяҳтуӷ-	
-saghtugh-	to be about to V; to go somewhere to V	see @~f+yaghtugh-		
-sagute-	to reach a state of V-ing	see @~f+yagute-		
–sak	one who V-s; habitual V-er	marginally productive; often has a negative connotation; aklumasak ‘very poor person’ (from akluma- ‘to be needy’); alingtasak ‘coward’ (from alingtagh- ‘to be cowardly’); iqlengasak ‘liar’ (from iqlenga- ‘to be a liar’); teglengasak ‘thief’ (from teglenga- ‘to be thief’)	-сяк	
-saq	something that has been V-ed	see @~:(u)saq		
-saquna-	don't ever V!	see @~f+yaquna-		
+seghagh-	to try to induce one to V	non-productive; alingseghagh- ‘to try to scare, to purposely frighten (in order to “teach one a lesson”)’ (from alinge- ‘to be frightened’); = saghagh-	-сыӷаӷ-	
~sf–gga-/~sf–ghha-	command or request former	forms commands, requests, etc. directed toward the future; takes intransitive participial endings and yields forms having a future optative meaning; the form with gg is used with g-ending bases: ukiggaaten ‘(you) go down (in the future)’(from ukig- ‘to go down’); the form with ghh is used with gh-ending bases; qavaghhaaten ‘(you) sleep (fut.)’(from qavagh- ‘to sleep’); iitghaaten ‘(you) come in (fut.)’(from itegh- ‘to come in’); aglaghhaakut ‘let’s go home (fut.)’(from aglagh- ‘to go home’);with first person singular ending aa becomes ii: aglaghhiinga ‘I should go home’(fut.)’; with vowel-ending bases the postbase -lghaa- (q.v.) is used instead; for transitives the postbase -na-1 (q.v.) is used instead	-хā- - -ҳā-	
~sf–ghhalek	how V it is!; how much N it has!	forms exclamations (and therefore erhaps better classified as a “minor “mood marker than a postbase); igamsiqanaghhalek ‘thank you’, literally, ‘how it causes one to be thankful!’ (from igamsiqanagh- ‘to cause one to be thankful’); seghleghhalek paradoxically, ‘how wonderful!’ (from seghleq ‘bad thing’); sukaghhalek ‘how fast!’ (from root suka- ‘speed’); sungaghaghhalek ‘how rosy-cheeked!’ (from sugagha ‘redness in the cheeks’); pinighhalek ‘how good!, how nice!’ (from pinigh- ‘to be good, nice’); iipghalek ‘how sharp!’ (from ipeg- ‘to be sharp’); sullevneghhalek ‘so inconsiderate!’ (from sullevneq ‘inconsiderate person’)	-ҳалык	
~sf:(e)sqe-	to ask one to V; to tell one to V	this is a “compound verbal” postbase; tagisqaa ‘he asked him to come’ (from tagi- ‘to come over’); laalightesqaa ‘he asked him to visit’ (from laalighte- ‘to visit’); iitghesqaa ‘he asked him to come in’ (from itegh- ‘to come in’); aghveliighesqaa ‘he asked him to cook whale’ (from aghveliigh- ‘to cook whale’); pumsugesqaa ‘hed asked someone to pinch it’ (from pumsug- ‘to pinch’); keniisqaa ‘he asks someone to point at it’ (from kenigh- ‘to point’, via *kenighesqaa); if intervocalic gh is deleted due to this postbase, the result is always ii and never aa or uu: qaviisqaa ‘he asked him to sleep’ (from qavagh- ‘to sleep’, via *qavaghesqaa); mayiisqaa ‘he asked him to go up’ (from mayugh- ‘to go up’, via *mayughesqaa); Uka qamuullghiit nemeng esghaneghmegteki … siivanlleghet kayagtaqiit mekelghiighet paayghisqelluki, … 'Whenever they saw from the house those pulling sleds coming in, the elders would urge the boys (telling them) to go meet and help them, …' (from paayghi- 'to go meet and help someone coming') (SIVUQ. NANGAGH. 1:130)	-(ы)сқы-	
+si-1	to work on or with N	angyaghsiiq ‘he worked on a boat’ (from angyaq ‘boat’); mangteghaghsiiq ‘he worked on a house’ (from mangteghaq ‘house’); ulaaghsiiq ‘she worked with a semi-lunar knife’ (from ulaaq ‘semi-lunar knife’)	-си-1	
+si-2	to acquire lots of N; to get lots of N	nunasiinga ‘I acquired lots of land’ (from nuna ‘land’); qikmighsiiq ‘he got lots of dogs’ (from qikmiq ‘dog’); angyaghsiiq ‘he got lots of boats’ (from angyaq ‘boat’)	-си-2	
-sigate-	to prevent or keep one from V-ing; to not allow one to V; to not let one V	see +(te)sigate-		
+sigh-	to wait for (it) to V; to cause to V	aghyughsighaa ‘he let it age’ (from aghyugh- ‘to age’); anglisaghaa ‘he raised him’ (from angli- ‘to grow’); aghisighaa ‘he soaked it’ (from aghi- ‘to get wet’)	-сиӷ-	
+sighagh-	to arrange or provide for one to V	non-productive; ayuqesighag- ‘to mimic’ (from ayuqe- ‘to be like’); piitesighagh- ‘to plant’ (from piite- ‘to sprout’)	-сиӷаӷ-	
–sighwaagh-	to pretend to V; to V without putting effort into it; half-heartedly V	qepghasighwaaghtuq ‘he pretending to work’ (from qepghagh- ‘to work’);  inghusighwaaghtuq ‘he pretended to pick berries, picking them really trying’ (from inghu- ‘to pick berries’); Aghnaamkamillu amik umesighwaaghluku reghilqughlluku esghapagaqelghiikung. ‘Aghnaamkami and I would pretend to close the door leaving it ajar so that we could watch.’ (from umeg- ‘to close’) (SIVUQ. UNGIP. 3:92)	-сиӷӱāӷ-	
+siigh-	to get lots of N; to gather lots of N	quugsiightuq ‘he gathered lots of wood’ (from quuk ‘firewood’); Kaviighhaq pii Meteghllugllagem, "Kii, naqamalla naken neqesiighsin?" ‘Raven said to Fox, “Gosh, where did you get all that food?”’ (from neqae ‘food’) (SIVUQ. NANGAGH. 3:232)	-сӣӷ-	
-siilliqe-	to have trouble V-ing	see @~f–yiilliqe-		
–siiq	something like N	qikmisiiq ‘something like a dog’ (from qikmiq ‘dog’); avlawasiiq ‘something like flour’ (from avlawa ‘flour’); angyasiiq ‘something like a boat’ (from angyaq ‘boat’); = -msiiq	-сӣқ	
-siite-	to poorly V habitually	see @~f–yiite-		
?siq	month of N	non-productive month-name former; Nazighaghsiq ‘February’ (from nazighaq ‘ring seal’); Teghiglugsiq ‘March’ (from teghigluk ‘young bearded seal’); Kaneghlengesiq or Kaneghyengesi(q) ‘December’ (from kaneq ‘frost’)	-сиқ	
-siq	device for V-ing; instrument for V-ing	see @~:(u)siq		
–sluvegaq	little N	aghnalqwaasluvegaq ‘little old lady’ (from aghnalqwaaq ‘old lady’); yusluvegaq ‘little man’ (from yu<u>k ‘man’); can occur doubled; taghnughhasluvegasluvegaq ‘teeny child’ (from taghnughhaq ‘child’)	-сльювгақ	
-snaanghite-	to tell one not to V in the future; to forbid one from V-ing in the future	see +(te)snaanghite-		
-snanigh-		see +(te)snanigh-		
–sngwaaghaq	tiny N; very small N; very little N	yusngwaaghaq ‘tiny man’ (from yu<u>k ‘person, man’)	-сңӱьāӷақ	
-sqe-	to ask one to V; to tell one to V	see ~sf:(e)sqe-		
–squghhaq*	very small N; very little N; tiny N	angyasqughhaq ‘small boat’ (from angyaq ‘boat’); yusqughhaq ‘small man’ (from yu<u>k ‘person, man’); Iwernga generator-esqughhaak atughaqagput wetku uqulgunemta. ‘We use the little generator but only when we have gas.’ (from “generator” which is used in the dual) (KALLAG. 39)	-сқуҳақ	
–squllgaq	one with small N	iyesqullgaq ‘one with small eyes’ (from iyae ‘eye’); angyasqullgaq ‘one with a small boat’ (from angyaq ‘boat’)	-сқульхақ	
–squq	small N; little N	angyasquq ‘small boat’ (from angyaq ‘boat’); nunasquq ‘small land or village’ (from nuna ‘land, village’)	-сқуқ	
–sqwaaq	old N	non-productive; mangteghasqwaaq ‘old house’ (from mangteghaq ‘house’); Kusukiighhnaghtaa. / Allighasqwaaq ifkaghtuq, / Avaqutaghaq allighighaa. / Anigu qalghightuq. ‘Icicles form. / Fluffy snow falls. / Bedding for newborn seals. / Under foot ground snow barks.’ (from allighaq ‘mattress’, so allighasqwaaq is literally, ‘old mattress’ in this poem, refering to the down or feathers from the bedding) (SULUWET 9); = -lqwaaq, -rqwaaq	-сқӱāқ	
?staaghhaa-	to lack the quality of V; to have the quality of N	see ?(ke)staaghhaa-		
?staaghhaq*	one that lacks the quality of N; one that has the quality of N	see ?(ke)staaghhaq*		
?staaq	one that lacks the quality of N; one that has the quality of N	see ?(ke)staaq		
–staghhiinaq*	only N; each one an N	aghnastaghhiinaat ‘only women’, aghnastaghhiinaat iteghaatut ‘only women came in’; tagilghiit aghnastaghhiinaagut ‘the people who came were only women’ (from aghnaq ‘woman’); tawatestaghhiinaq 'like that all the time' (from tawaten 'like that')	-стаҳӣнақ	
-ste-	to cause one to V; to allow one to V; to make one V; to let one V; to have one V	see +(te)ste-		
-stegpe-	before one (other than subject of main verb) V-s	see +(te)stegpe-		
-stepag-	to cause or allow one to V too much	see +(te)stepag-		
-su-2	to be good at V-ing; to generally V well	see @~f–yu-2		
-su1	one who is good at V-ing	see @~f–yu1		
-sug-	to want one to V	see +(te)sug-		
-sug-	to want to V; to want some N; to tend toward V-ing; to feel V (with emotional roots)	see @~f+yug-	-юг-	
-suggaagh-	to first V; to V in the beginning	see @~f+yuggaagh-		
-suggaaq	first one to V	see @~f+yuggaaq		
+sugh-	to test how V (it) is; to check how V (it) is	pinighsughaa ‘he tested its quality’ (from pinigh- ‘to be good’); taketusughaa ‘he checked its length’ (from taketu- ‘to be how/so long’); matneghsughaa ‘he checked its heat or temperature’ (from root matnegh- ‘heat’); aqlaghasughaa ‘he checks how cold it is’ (from root aqlagha- ‘cold’)	-сюӷ-	
-sugnagh-	to be easy to V	see @~f+yugnagh		
+sugnite-	to resemble N; to be like N; to seem to be V-ing	yugsugnituq ‘it is like a person’ (from yu<u>k ‘person, man’); qikmighsugnituq ‘it is like a dog’ (from qikmiq ‘dog’); qavaghsugnituq ‘he seems to be sleeping’ (from qavagh- ‘to sleep’); kinasugnituq ‘he seems like someone’ (from kina ‘who, someone’); nallukesugnituq ‘he is silly or slow-witted’ (from nalluke- ‘to not know’); Tawaten nagataqa nagaqughsugnitaqa whaa nagatelqa sangwaa yuuk Qaaqamenguq atelek. ‘I have heard about – well it seems that I’ve heard about – this certain man, the one I heard about, the one named Qaaqaq.’ (from nagaqugh- ‘to hear’) (SIVUQ. NANGAGH. 3:16); Aqsaqum natangani alamket, … vegllugsugnit tamaakut, … ughvughwaaghluki neghegkayuget.  ‘That part of the stomach, the “alamket”, … which has the texture of a towel, can be eaten after they wash it thoroughly.’ (from veglluk ‘towel’) (SIVUQ. NANGAGH. 2:96)	-сюгниты-	
-suguma-	to be easy to V	see @~f+yuguma-		
-sukagh-	to be ready to V; to be about to V; to be all set to V; to make a move toward V-ing	see @~f+yukagh-		
-suke-1	to feel V toward; to V toward	see @~f+yuke-1		
-suke-2	to think that one is V-ing or has V-ed	see @~f+yuke-2		
-suneghtu-	to love to V	see @~f+yuneghtu-		
-suqaq	one who is good at V-ing; proficient V-er	see @~f–yuqaq		
-suwhaagh-	to first V; to V in the beginning	see @~f+yuwhaagh-		
-suwhaaq	first one to V	see @~f+yuwhaaq		
+ta	N area of possessor	used with demonstrative adverb bases; shifts frame of reference; takes possessed endings; awatangani (or awatngani) ‘in the area on the other side of it’ (from awa(ni) ‘over there’); ukatangani (or ukatngani) ‘this way toward here from it’) (from uka(ni) ‘this way, toward here’); Qaygeghlluni llaaghanam esghaamakangi mengteghalghun naaygham awatangani. ‘ He got to the top  and, sure enough, he saw houses on the other side of the mountain.’ (from awa(ni) ‘over there, (on) the other side’) (AKIINGQWAGH. 8)	-та	
-ta	habitual V-er; one who V-s as an occupation	see +(s)ta		
-ta	device for V-ing; instrument for V-ing; condition with respect to V-ing (whether, how, when, where, etc. one V-s or has V-ed); one’s being V as a a cause of something	see @~:(u)ta		
+tagh-1	to fetch N; to gather N	non-productive; meghtaghtuq ‘he fetched water’ (from meq ‘water’); vegtaghtuq ‘he gathered grass’ (from vek ‘grass’); yugtaghtuq ‘he committed murder or manslaughter’ (literally, ‘gathered a person’; from yu<u>k ‘person, man’)	-таӷ-1	
+tagh-2	for N to continously occur; for N to repeatedly occur	used with words denoting sounds; suksugtaghtuq ‘there's a continuous or repeated hissing sound’ (from suksuk ‘hissing sound’); kafsagtaghtuq ‘there is, or he’s making,  a continuous or repeated rustling sound’ (from kafsak ‘rustling sound’); sulugtaghtuq ‘the wind is howling’ (from suluk ‘sound of wind’); suqsughtaghtuq ‘there is a continuous or repeated splashing sound’ (from suqsuq ‘splashing sound’)	-таӷ-2	
+tagh-3	to be V by nature or disposition; to keep on V-ing	at most marginally productive; alingtaghtuq ‘he's always afraid’ (from alinge- ‘to fear’); puygutaghtuq ‘he is forgetful’ (from puygu- ‘to forget’); ighsanitaghtuq ‘he is lazy’ (from ighsani- ‘to refuse out of laziness’); amugtaghtuq ‘to have trouble seeing’ (from amug- ‘to be unable to see’); liigiketaghtuq ‘he’s quick-witted’ (from liigike- ‘to understand’); ullghitaghtaghtuq ‘it keeps rolling’ (from ullghitagh- ‘to roll’); agitaghaaghaataghtuq ‘he keeps yawning’ (from agitagha- ‘to yawn’ and unidentified intervening postbase); used with emotional roots:  nangllegtaghtuq ‘he is a compassionate person’ (from root nanglleg- ‘feeling/inducing compassion’)	-таӷ-3	
+tala	the extent of V-ness	used with descriptive verbs; iglaghtutala ‘loudness (of voice)’ (from iglaghtu- ‘to be loud’); uyatutala ‘distance’ (from uyatu- ‘to be distant’); angtala ‘size’, angtalanga ‘its size’ (from root ange- as in angli- ‘to grow’, aange- ‘to be big’); tagtala ‘length’, tagtalanga or tagtalnga ‘its length’; tagtalmi ‘later one’ (lexicalized) (both irregularly (since with g rather than k) from root take- as in taake- ‘to be long’); uglaghtala ‘number of things, quantity, amount’ (from uglagh- ‘to be many, much’); uksughtutala ‘age’, uksughtutalanganeng aaptaqa ‘I asked him about his age’, nallukaqa uksughtutalanga ‘I don’t know his age’ (from uksughtu- ‘to be old’); umututala ‘thickness’ (from umutu- ‘to be thick’); uqigtutala ‘weight’ (from uqigtu- ‘to be heavy’); akitutala ‘cost, price’ (from akitu- ‘to be expensive’); variant is +talae	-таля	
-taq	device for V-ing; instrument for V-ing	see @~:(u)taq		
+taq1	the N part of something	tafsitaq ‘the belt part of something’, tafsitaa ‘its belt or belt-like part’ (from tafsi ‘belt’); yaqughtaq ‘the wing(like) part’ (from yaquq ‘wing’); uyghagtaq ‘the stone part’ (from uyghak ‘stone’); nanevgaghtaq ‘father’ (lexicalized from nanevgaq ‘old man’); naangqughtaq ‘ivory piece on keel of boat’ (lexicalized from naangquq ‘core of ivory’); napataq ‘pillar, especially a pillar-like mass of ice on ice field’ (from napa ‘post’); neghqwaaghtaq ‘bone running the length of the keel of a skin boat’ (lexicalized from neghqwaaq ‘bone’); usugtaq ‘tenon of skin boat frame member or sled frame member’ (lexicalized from usuk ‘penis’); savigtaq ‘blade’ (from savik ‘knife’); ggayegtaq ‘the part of a whale shoulder blade used as a lamp support’ (from ggayek ‘shoulder blade’); ighutaq ‘side pole of stretcher’ (from ighu ‘leg’)	-тақ	
+taq2	thing of N	Yupigtaq ‘(Yupik) Eskimo thing’ (from Yupik ‘St. Lawrence Is./Siberian Eskimo’); Laluramkataq ‘thing of the Caucasian culture’ (from Laluramka ‘Caucasian’); kiiwhtaq ‘dolly varden (Salvelinus malma)’ (from kiikw ‘river’); qavngaghtaq ‘thing of the past’ (from qavngaq ‘when (in the past), at some time in the past’); quyillegtaq ‘knee-high skin boot’ (lexicalized, from Quyillek ‘Chukchi’); ; uyavaghtaq ‘something from far away’ (from uyavaq ‘distance, far away’); ayumightaq ‘thing of long ago’ (from ayumiq ‘long ago’); kiigtaq ‘thing of last summer’ (from kiik ‘summer’)	-тақ	
+taq3	acquired N; caught	aghveghtaa ‘the whale he caught’ (from aghveq ‘whale’); qawaagtanka ‘the birds I caught’ (from qawaak ‘bird’)	-тақ	
+taq4	one who is V by nature or disposition	used with emotional roots; kayngutaq ‘bashful person’ (from emotional root kayngu- ‘shame, bashfulness’); nangllegtaq ‘compassionate person’ (from emotional root nanglleg- ‘feeling/inducing compassion’)	-тақ4	
-te-	to V for; to V with; to V each other; half-transitive or detransitivizing postbase for certain bases	see @~:(u)te-	-(у)ты-	
+te-1	to act on so as to cause to V	non-productive but occurs with many bases; it is not entirely predictable which bases will need these postbases to form transitives; tuqutaa ‘he killed it’ (from tuqu- ‘to die’); naangtaa ‘he used it up’ (from naange- ‘to be consumed’); ifkaghtaa ‘he dropped it or otherwise made it fall’ (from ifkagh- ‘to fall’); kagimtaa ‘he crumbled it’ (from kagime- ‘to crumble’); pugleghtaa ‘he brought it to the surface’ (from puglegh- ‘to come to the surface’); makregtaa ‘he peeled it’ (from makreg- ‘to peel’ (intransitive)); aantaa ‘he put it out(side)’ (from aane- ‘to go out(side)’); qelpeghtaa ‘he opened it’ (from qelpegh- ‘to open’); may be used – at least to a limited extent – after the postbase -yug- (q.v.): mighuyugtaatnga ‘they caused me to find it unappetizing’ (from mighuyug- ‘to find something unappetizing’); qinuyugtaa ‘he pestered her’ (from qinuyug- ‘to feel irritated from being pestered’); Vegaaghem sungaghyugtaqaa nuna. ‘The grass is making the land greenish in color.’ (from sugaghyug- ‘to be bluish or greenish in color’) (SULUWET 10)	-ты-1	
+te-2	to go to N; to catch N; to obtain N; to spend N (time)	used only on nouns for certain categories of things, namely places, game animals, supplies, periods of time; Sivuqaghtuq ‘he went to Gambell’ (from Sivuqaq ‘Gambell’); kiiwhtuq ‘he went to the river’ (from kiikw ‘river’); qiighqaghtuq ‘he went to the island’ (from qiighqaq ‘island’); nanughtuq ‘he caught a polar bear’ (from nanuq ‘polar bear’); qawaagtuq ‘he caught birds’ (from qawaak ‘bird’); quugtuq ‘he obtained firewood’ (from quuk ‘firewood’); uksughtuq ‘he sent the winter’ (from uksuq ‘winter’); aghneghtuq ‘spent the day’ (from aghneq ‘day’); neqetuq ‘he caught fish or game, obtained food’ (from neqae ‘food’)	-ты-2	
+te-3	to have V or N	non-productive; occurs with nouns, verbs or roots denoting qualities or properties of a thing; kavituq ‘it is red’, kavilnguq ‘the red one’ (from root kaviq ‘redness’); sukatuq ‘it is fast’ (from root suka ‘speed’); papraangituq ‘he is vigorous’ (from papraangi ‘vigor’); uuynituq ‘he has body odor’ (from root uuyni ‘body odor’); aghipatuq ‘it is wet, raw’ (from aghipa ‘wetness’); kumlatuq ‘it is freezing’ (from root kumla ‘coldness’); aqlaghatuq ‘it is cold’ (from root aqlagha ‘cold (in air)’); muugatuq ‘it is sweet’ (from muuga ‘sweetness’)	-ты-3	
+te-4	to get into a V position; to put into a V position	used with postural roots; ingaghtuq ‘he lay down’, ingaghtaa ‘he lay it down’ (from root inghagh- ‘lying down’); iggagtuq ‘it tilted’, iggagtaa ‘he tilted it’ (from root iggag- ‘tilting’); sivugtuq ‘he raised his (own) head’, sivugtaa ‘he raised his (another’s) head’ (from root sivug- ‘head tilted up’)	-ты-ӷ	
+(te)sigate-	to prevent or keep one from V-ing; to not allow one to V; to not let one V	this is a “compound verbal” postbase; aanesigataa ‘he didn’t let him go out’ (from aane- ‘to go out’); Ilanga tepesluku, iingunaan tepesigataat. ‘Pulling part of them onto the beach, they did not allow all come to the beach [at one time].’ (from tepe- ‘to come to the shore’) (SIVUQ. NANGHAGH. 3:134); te is used with bases that ending a consonant;  iteghtesigataa ‘he didn’t let him come in’ (from itegh- ‘to come in’); Repall atangan qavaghtesigalkanga saama neghesigalkanga. ‘His father didn’t let him sleep and didn’t let him eat.’ (from qavagh- ‘to sleep’, and negh<e>- ‘to eat’) (UNGIPAGHAGH. 67)	-(ты)сигаты-	
+(te)snaanghite-	to tell one not to V in the future; to forbid one from V-ing in the future	this is a “ompound verbal” postbase; Nunalgutemnun qagavek talwa kinkunun iteghtesnaanghitamken, … ‘I will not allow you to take up residence with anyone in town, …’ (from iteghte- ‘to go (move) in (with)’) (SIVUQ. NANGAGH. 2:246)	-(ты)сньāнӷиты-	
+(te)snanigh-	to tell not to V; to forbid one to V	this is a “compound verbal” postbase; tugusnanighaa ‘he told someone not to take it’ (from tugu- ‘to take’); neghesnanighaa ‘he told her not to eat; he told someone not to eat it’ (from negh<e>- ‘to eat’); ingaghtesnanighaa ‘he told her not to lie down’ (from ingaghte- ‘to lie down’); qavaghtesnanighaa ‘he told her not to sleep’ (from qavagh- ‘to sleep’)	-(ты)сньāниӷ-	
+(te)ste-	to cause one to V; to allow one to V; to make one V; to let one V; to have one V	this is a “compound verbal” postbase; qiyastaa ‘it made him cry’ (from qiya- ‘to cry’); taaqestaa ‘he made her quit’ (from taaqe- ‘to quit’); ingaghtestaa ‘she made him lie down’ (from ingaghte- ‘to lie down’); te is used with bases ending in a consonant: qavaghtestaa ‘she let him sleep’ (from qavagh- ‘to sleep’); iyataghtestaa ‘it made him hungry’ (from iyatagh- ‘to be hungry’); aghnam taghnughhaghmun iqalluk neghestaa ‘the woman had the child eat the fish’ (from neghe- ‘to eat’)	-(ты)сты-	
+(te)stegpe-	before one (other than subject of main verb) V-s	this combination of the postbases -(te)ste- ‘to let’, -gpe- ‘without’, and the transitive subordinative marked by -na-, may be used in place of the precessive mood when the subject of the 'before' clause is different from the subject of the main clause and especially (though not exclusively) when the situation is such that the literal meaning, 'without letting one V' is not a possible interpretation; this is apparently the one situation in this language in which the compound-verbal postbase +(te)ste- is used in a purely formal sense in order to satisfy the constraint on the subordinative that its subject be the same as that of the main verb (though this is a common use of cognates of this postbase in other Eskimo languages); aanunga aghtestegpenaan ‘I went out before day broke’ (literally: ‘I went out without letting day break’ (compare the construction with the precessive: aanunga aghpagilgan which has the same meaning) (from aghte- ‘for day to break’); aanunga neghestegpenaki ‘I went out without letting them eat’ (which is the literal meaning) or, ‘I went out before they ate’ (which is an alternative to the construction with the precessive mood, aanunga neghvagilgata which also means ‘I went out before they ate’)	-(ты)стыхпы-	
+(te)stepag-	to cause or allow one to V too much	this is a “compound verbal” postbase	-(ты)стыпаг-	
+(te)sug-	to want one to V	a compound-verbal postbase; aanesugaa ‘he wants her to go out’ (from aane- ‘to go out’); qavaghtesugaa ‘he wants her to sleep’ (from qavagh- ‘to sleep’)	-(ты)сюг-	
?tghute-	to miss the mark by shooting too much toward N; to miss out on V-ing	used on demonstrative adverb and positional bases; ukatghutuq ‘his shot fell short’ (from uka(ni) ‘this side’); qayetghutaa ‘he did more toward it than needed’ (from qayae ‘surface’); awatghutuq ‘he overshot’, awatghutaa ‘he overshot it’ (from awa(ni) ‘over there’); also qaasghutaa ‘he overshot it’ (from qayae ‘top surface’)	-тҳуты-	
+ti-	to speak the language of N	Laluramkatiiq ‘he's speaking English (or possibly another language of Caucasians)’ (from Laluramka ‘Caucasian’); Ayuqlightiiq ‘he's speaking mainland Eskimo (Inupiaq or Central Yup'ik)’ (from Ayuqliq ‘Alaskan Eskimo’); Quyillegtiiq ‘he's speaking Chukchi’ (from Quyillek ‘Chukchi’); generally used only with languages other than Yupik, though some people do say, Yupigtiiq ‘he's speaking (Yupik) Eskimo’ (from Yupik ‘St. Lawrence Is./Chukotkan Eskimo’)	-ти-	
-tke-	to V over or on account of	see @~:(u)tke-	-(у)ткы-	
+tmiighte-	to go in the N direction	used with some demonstrative adverb bases and with positionals; sanitmiightuq ‘he’s going to the side’ (from sani ‘area to side’); awatmiightuq ‘he’s going away’ (from awa(ni) ‘over there’); ketmiightuq ‘it’s going down river or out to sea’ (from ketae ‘area toward out to sea’ -- note ketmiighte- and not *ketetmiighte-); kiwatmiightuq ‘he’s going to the west or to the back’ (from kiwa(ni) ‘in area in the west or in back’); ilutmiightuq ‘he’s going inwards’ (from ilu ‘inside, interior’)	-тмьӣҳты-	
+tmun	N-ward; toward N	used on positional bases and some demonstrative adverb bases; yields particles; asitmun ‘downward’ (from asi ‘area below’); natmun ‘toward where?’ (from na(ni) ‘where’); awatmun ‘toward over there’ (from awa(ni) ‘over there’); ketmun ‘toward the water’ (irregularly, from ketae ‘area toward water’)	-тмьун	
±tu-	to have a lot of N; to V habitually	takes the forms +tu-, and -tu-; generally the first form is used with verbs, the second with nouns and with dimensional roots; nuyaghtuuq ‘he has a lot of hair’ (from nuyaq ‘hair’); imaghtuuq ‘it is full’ (from imaq ‘contents’); ukazightuuq ‘it has a lot of rabbits’ (from ukaziq ‘rabbit’); ighlegtuuq ‘he is always stingy’ (from ighleg- ‘to be stingy’; note, not *ighletuuq); saqfituuq ‘he is splay-footed’ (from saqfigh- ‘to point toes out’); qavatuuq ‘he is always sleepy’ (from qavagh- ‘to sleep’); ameltuuq ‘it is broad’ (from root amel- ‘breadth’); iqetuuq ‘it is wide’ (from root iqe- ‘width’)	-ту-	
+tugh-1	to eat N	ayveghtughtuq ‘he ate walrus’ (from ayveq ‘walrus’); Taawa mangtagtuutaqukut tesamani. ‘We would eat muktuk down there [at the beach].’ (from mangtak ‘muktuk’) (SIVUQ. NANGAGH. 2:148); also probably, qavangughtughtuq ‘he had a dream’ (from qavanguq ‘dream’)	-туӷ-1	
+tugh-2	to keep on V-ing; to V by repeated actions	avegtughaa ‘he diced it’ (from aveg- ‘to divide in two’); iigtughaa ‘he dug it up’ (from iigge- ‘to dig’); keligtughaa ‘he scraped away at it’ (from kelig- ‘to scrape’); pilagtughaa ‘he repeatedly cut it, he sawed it’ (from pilag- ‘to cut’)	-туӷ-2	
+tulli-	for it to be getting feasible to use N or to go V-ing	angyaghtulliiq ‘it is getting feasible to hunt by boat, the weather is improving’ (from angyagh- ‘to go out hunting in a boat’)	-тульи-	
+tupag-	to eat or use too much N	tawaqatupagtuq ‘he smoked or chewed too much tobacco’ (from tawaqa ‘tobacco’); Quyngiit tuqughllagumalghii, entaqunnguq taakwani qavaghtalleghmi taghyughtupagllagem. ‘Their reindeer all died off maybe on account of getting too much salt by overnighting down there [on the sea ice].’ (from taghyuq ‘salt’) (SIVUQ. NANGAGH. 3:6)	-тупаг-	
