Qilughwaaghneng Wayaallghiik

qilughwaaghneng	qilughwaagh[N][Abl_Mod][Unpd][Pl]
piighhneghitut	paaw-––i[N→V]-–ghte[V→V]-@₁–negh[V→N]-––i[N→V]-te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	paaw-––igh[N→V]-–ghte[V→V]-@₁–nghite[V→V][V][Intr][Ind][3Pl]
piighhneghitut	paaw-––igh[N→V]-–ghte[V→V]-@₁–nghite**[V→V][V][Intr][Ind][3Pl]
piighhneghitut	paaw-––igh[N→V]-–ghte[V→V]-@₁–negh[V→N]-~:(ng₁)ite[N→V][V][Intr][Ind][3Pl]
piighhneghitut	paaw-––igh[N→V]-–ghte[V→V]-@₁–negh[V→N]-~:(ng₁)ite**[N→V][V][Intr][Ind][3Pl]
piighhneghitut	paaw-––igh[N→V]-–ghte[V→V]-@₁–negh[V→N]-––i[N→V]-@₁~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	paaw-––igh[N→V]-–ghte[V→V]-@₁–negh[V→N]-––i[N→V]-~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	paaw-––igh[N→V]-–ghte[V→V]-@₁–negh[V→N]-––i[N→V]-te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	paaw-––igh[N→V]-te[V→V]-@₁–nghite[V→V][V][Intr][Ind][3Pl]
piighhneghitut	paaw-––igh[N→V]-te[V→V]-@₁–nghite**[V→V][V][Intr][Ind][3Pl]
piighhneghitut	paaw-––igh[N→V]-te[V→V]-@₁–negh[V→N]-~:(ng₁)ite[N→V][V][Intr][Ind][3Pl]
piighhneghitut	paaw-––igh[N→V]-te[V→V]-@₁–negh[V→N]-~:(ng₁)ite**[N→V][V][Intr][Ind][3Pl]
piighhneghitut	paaw-––igh[N→V]-te[V→V]-@₁–negh[V→N]-––i[N→V]-@₁~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	paaw-––igh[N→V]-te[V→V]-@₁–negh[V→N]-––i[N→V]-~:(u)te[V→V][V][Intr][Ind][3Pl]
piighhneghitut	paaw-––igh[N→V]-te[V→V]-@₁–negh[V→N]-––i[N→V]-te[V→V][V][Intr][Ind][3Pl]

------------------------


------------------------
Meteghllugwem pimakanga,

pimakanga	pi-@₁~:(i/u)ma[V→V]-~–(g₁)kaq[V→N]-–nge[N→V][V][Intr][Intrg][3Sg]
pimakanga	pi-@₁~:(i/u)ma[V→V]-~sf–(g₃)kaq[V→N]-–nge[N→V][V][Intr][Intrg][3Sg]
pimakanga	pi-@₁~:(i/u)ma[V→V]-@₂~fkaq[V→N]-–nge[N→V][V][Intr][Intrg][3Sg]
pimakanga	pi-@₁~:(i/u)ma[V→V]-@*@₂~sf–(g₂)k(a)e[V→N]-–nge[N→V][V][Intr][Intrg][3Sg]
pimakanga	pi-@₁~:(i/u)ma[V→V]-@*@₂~sf–(g₂)k(a)e[V→N][N][Abs][3SgPoss][SgPosd]
pimakanga	pi-@₁~:(i/u)ma[V→V][V][Trns][Cond][3Sg][1Sg]
pimakanga	pi-@₁~:(i/u)ma[V→V][V][Trns][Ptcp][3Sg][3Sg]

------------------------
"Whangaqun nagataghtinga tuqluqaghlangi."

whangaqun	wha-–nge[N→V]-~(g₁)aqe[V→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
whangaqun	wha-–nge[N→V]-~(g₁)aqe[V→V]-te[V→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
whangaqun	wha-–nge[N→V]-~(g₁)aqe[V→V]-~:(u)te[V→N][N][Abs][Unpd][Sg]
whangaqun	wha[N][Abs][3SgPoss][SgPosd]-qun[Encl]

nagataghtinga	nagate-~aghte[V→V]-~i[V→V]-@₁~:(u)n[V→N]-–nge[N→V][V][Intr][Intrg][3Sg]
nagataghtinga	nagate-~aghte[V→V]-~i[V→V]-~fnga[V→V][V][Intr][Opt][PRS][2Sg]
nagataghtinga	nagate-~aghte[V→V]-~i[V→V][V][Trns][Opt][PRS][2Sg][1Sg]
nagataghtinga	nagate-~aghte[V→V][V][Trns][Opt][PRS][2Sg][1Sg]

tuqluqaghlangi	tuqlugh-~–qagh[V→V][V][Trns][Opt][PRS][1Sg][3Pl]

------------------------


------------------------
Qalghighyalghiimi Meteghllukruk,

qalghighyalghiimi	qalghigh-@₁~fyagh[V→V]-@₁–lghii[V→N][N][Abs][Unpd][Sg]-mi[Encl]
qalghighyalghiimi	qalghigh-@₁~fyagh[V→V]-@₁–lghii[V→N][N][Loc][Unpd][Sg]
qalghighyalghiimi	qalghigh-@₁~fyagh[V→V]-@₁–lghii[V→N][N][Rel][4SgPoss][PlPosd]
qalghighyalghiimi	qalghigh-@₁~fyagh[V→V]-@₁–lghii[V→N][N][Rel][4SgPoss][SgPosd]
qalghighyalghiimi	qalghigh[V][Intr][Ptcp_Obl][4Sg]

meteghllukruk	meteghllug-–qruk[N→N][N][Abs][Unpd][Sg]

------------------------
"Qghwaaghwq, qghwaaghwq, qghwaaghwq!"

------------------------
Ii, akiingqwaghtaghii.

ii	iiw-––i[N→V][V][Intr][Opt][PRS][2Sg]
ii	aaw-––i[N→V][V][Intr][Opt][PRS][2Sg]
ii	aaghw-––i[N→V][V][Intr][Opt][PRS][2Sg]

------------------------
"Qayugham aangqangatnga esghaghhu, awiiten nekenghitaten."

qayugham	qayugham
qayugham	qayugham[N][Abs][Unpd][Sg]

aangqangatnga	aangqagh-–nge[N→V][V][Trns][Intrg][3Pl][1Sg]
aangqangatnga	angegh-~–(g₁)kaq[V→N]-–nge[N→V][V][Trns][Intrg][3Pl][1Sg]
aangqangatnga	angegh-~sf–(g₃)kaq[V→N]-–nge[N→V][V][Trns][Intrg][3Pl][1Sg]
aangqangatnga	angegh-@*@₂~sf–(g₂)k(a)e[V→N]-–nge[N→V][V][Trns][Intrg][3Pl][1Sg]
aangqangatnga	angegh[V][Trns][Ptcp][3Pl][1Sg]

esghaghhu	esghagh[V][Trns][Opt][PRS][2Sg][3Sg]
esghaghhu	esghaghhu
esghaghhu	esghaghhu[N][Abs][Unpd][Sg]

awiiten	aw-–ghagh*[N→N]-~:(ng₁)ite[N→V][V][Intr][Opt][PRS][2Sg]
awiiten	aw-~:(ng₁)u[N→V]-~i[V→V]-@₁~:(u)te[V→V][V][Intr][Opt][PRS][2Sg]
awiiten	aw-~:(ng₁)u[N→V]-~i[V→V]-~:(u)te[V→V][V][Intr][Opt][PRS][2Sg]
awiiten	aw-~:(ng₁)u[N→V]-~i[V→V]-~:(u)te[V→N][N][Abs][2SgPoss][SgPosd]
awiiten	aw-~:(ng₁)u[N→V]-~i[V→V]-te[V→V][V][Intr][Opt][PRS][2Sg]
awiiten	aw-~:(ng₁)ite[N→V]-@₁~:(u)te[V→V][V][Intr][Opt][PRS][2Sg]
awiiten	aw-~:(ng₁)ite[N→V]-te[V→V]-@₁~:(u)te[V→V][V][Intr][Opt][PRS][2Sg]
awiiten	aw-~:(ng₁)ite**[N→V]-@₁~:(u)te[V→V][V][Intr][Opt][PRS][2Sg]
awiiten	aw-~:(ng₁)ite**[N→V]-te[V→V]-@₁~:(u)te[V→V][V][Intr][Opt][PRS][2Sg]
awiiten	aw-~:(ng₁)igh[N→V]-–ghte[V→V]-@₁~:(u)te[V→V][V][Intr][Opt][PRS][2Sg]
awiiten	aw-~:(ng₁)igh[N→V]-@₁~:(u)te[V→V][V][Intr][Opt][PRS][2Sg]
awiiten	aw-~:(ng₁)igh[N→V]-te[V→V]-@₁~:(u)te[V→V][V][Intr][Opt][PRS][2Sg]
awiiten	aw-~:(ng₁)igh[N→V]-~:(ng₁)u[V→V]-@₁~:(u)te[V→V][V][Intr][Opt][PRS][2Sg]
awiiten	aw-~:(ng₁)igh[N→V]-~:(ng₁)u[V→V]-~:(u)te[V→V][V][Intr][Opt][PRS][2Sg]
awiiten	aw-~:(ng₁)igh[N→V]-~:(ng₁)u[V→V]-~:(u)te[V→N][N][Abs][2SgPoss][SgPosd]
awiiten	aw-~:(ng₁)igh[N→V]-~:(ng₁)u[V→V]-te[V→V][V][Intr][Opt][PRS][2Sg]
awiiten	aw-~:(ng₁)igh[N→V]-~:(ng₁)ite[V→V][V][Intr][Opt][PRS][2Sg]
awiiten	aw-~:(ng₁)igh[N→V]-~:(u)te[V→V][V][Intr][Opt][PRS][2Sg]
awiiten	aw-~:(ng₁)igh[N→V]-~:(u)te[V→N][N][Abs][2SgPoss][SgPosd]
awiiten	aw-––i[N→V]-@₁~:(u)te[V→V]-@₁~:(u)te[V→V][V][Intr][Opt][PRS][2Sg]
awiiten	aw-––i[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁~:(u)te[V→V][V][Intr][Opt][PRS][2Sg]
awiiten	aw-––i[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-te[V→V]-@₁~:(u)te[V→V][V][Intr][Opt][PRS][2Sg]
awiiten	aw-––i[N→V]-te[V→V]-@₁~:(u)te[V→V][V][Intr][Opt][PRS][2Sg]
awiiten	aw-––i[N→V]-~:(u)te[V→V]-@₁~:(u)te[V→V][V][Intr][Opt][PRS][2Sg]
awiiten	aw-––i[N→V]-~:(u)te[V→N]-te[N→V]-@₁~:(u)te[V→V][V][Intr][Opt][PRS][2Sg]
awiiten	aw-––i[N→V]-~:(u)te[V→N]-te[N→V]-te[V→V]-@₁~:(u)te[V→V][V][Intr][Opt][PRS][2Sg]
awiiten	aw-––i[N→V]-–ghte[V→V]-@₁~:(u)te[V→V][V][Intr][Opt][PRS][2Sg]
awiiten	aw-––i[N→V][V][Intr][Ind][2Sg]
awiiten	aw-––i[N→V][V][Trns][Intrg][3Sg][2Sg]
awiiten	aw-––i[N→V][V][Trns][Intrg][3Pl][2Sg]
awiiten	aw-––i[N→V][V][Trns][Intrg][3Du][2Sg]
awiiten	aw-––i[N→V][V][Trns][Ind][2Sg][3Pl]
awiiten	aw-––igh[N→V]-–ghte[V→V]-@₁~:(u)te[V→V][V][Intr][Opt][PRS][2Sg]
awiiten	aw-––ii[N→V]-@₁~:(u)te[V→V][V][Intr][Opt][PRS][2Sg]
awiiten	aw-––ii[N→V]-~:(u)te[V→V][V][Intr][Opt][PRS][2Sg]
awiiten	aw-––ii[N→V]-~:(u)te[V→N][N][Abs][2SgPoss][SgPosd]
awiiten	aw-––ii[N→V]-te[V→V][V][Intr][Opt][PRS][2Sg]
awiiten	aw-––igh[N→V]-@₁~:(u)te[V→V][V][Intr][Opt][PRS][2Sg]
awiiten	aw-––igh[N→V]-te[V→V]-@₁~:(u)te[V→V][V][Intr][Opt][PRS][2Sg]
awiiten	aw-––igh[N→V]-~:(ng₁)u[V→V]-@₁~:(u)te[V→V][V][Intr][Opt][PRS][2Sg]
awiiten	aw-––igh[N→V]-~:(ng₁)u[V→V]-~:(u)te[V→V][V][Intr][Opt][PRS][2Sg]
awiiten	aw-––igh[N→V]-~:(ng₁)u[V→V]-~:(u)te[V→N][N][Abs][2SgPoss][SgPosd]
awiiten	aw-––igh[N→V]-~:(ng₁)u[V→V]-te[V→V][V][Intr][Opt][PRS][2Sg]
awiiten	aw-––igh[N→V]-~:(ng₁)ite[V→V][V][Intr][Opt][PRS][2Sg]
awiiten	aw-––igh[N→V]-~:(u)te[V→V][V][Intr][Opt][PRS][2Sg]
awiiten	aw-––igh[N→V]-~:(u)te[V→N][N][Abs][2SgPoss][SgPosd]
awiiten	awi-te[N→V]-@₁~:(u)te[V→V][V][Intr][Opt][PRS][2Sg]
awiiten	awi-––i[N→V]-@₁~:(u)te[V→V][V][Intr][Opt][PRS][2Sg]
awiiten	awi-––i[N→V]-~:(u)te[V→V][V][Intr][Opt][PRS][2Sg]
awiiten	awi-––i[N→V]-~:(u)te[V→N][N][Abs][2SgPoss][SgPosd]
awiiten	awi-––i[N→V]-te[V→V][V][Intr][Opt][PRS][2Sg]
awiiten	awi-–ghte[N→V]-@₁~:(u)te[V→V][V][Intr][Opt][PRS][2Sg]
awiiten	awi-–ghte[N→V]-te[V→V]-@₁~:(u)te[V→V][V][Intr][Opt][PRS][2Sg]
awiiten	awiim-––i[N→V]-@₁~:(u)te[V→V][V][Intr][Opt][PRS][2Sg]
awiiten	awiim-––i[N→V]-~:(u)te[V→V][V][Intr][Opt][PRS][2Sg]
awiiten	awiim-––i[N→V]-~:(u)te[V→N][N][Abs][2SgPoss][SgPosd]
awiiten	awiim-––i[N→V]-te[V→V][V][Intr][Opt][PRS][2Sg]
awiiten	awite-@₁~:(u)te[V→V][V][Intr][Opt][PRS][2Sg]
awiiten	awii[N][Abs][2SgPoss][PlPosd]
awiiten	awii-te[N→V][V][Intr][Opt][PRS][2Sg]
awiiten	awii[N][Abs][2SgPoss][PlPosd]
awiiten	awi-ate[N→V][V][Intr][Opt][PRS][2Sg]
awiiten	aw-igh[N→V]-~:(ng₁)u[V→V]-~:(u)te[V→N][N][Abs][2SgPoss][SgPosd]
awiiten	aw-igh[N→V]-~:(u)te[V→N][N][Abs][2SgPoss][SgPosd]
awiiten	aw-agh[N→V]-~:(ng₁)ite[V→V][V][Intr][Opt][PRS][2Sg]
awiiten	agugh-~:(ng₁)ite[N→V][V][Intr][Opt][PRS][2Sg]

------------------------


------------------------
Anipa tengeghrugumalghii ima.

anipa	anipa[N][Abs][Unpd][Sg]

tengeghrugumalghii	tegh-–nge[N→V]-–ghrug[V→V]-@₁~:(i/u)ma[V→V]-@₁–lghii[V→N][N][Abs][Unpd][Sg]
tengeghrugumalghii	tegh-–nge[N→V]-–ghrug[V→V]-@₁~:(i/u)magh[V→V]-@₁–lghii[V→N][N][Abs][Unpd][Sg]
tengeghrugumalghii	tegh-–nge[N→V]-–ghrug[V→V]-~:(ng₁)u[V→V]-@₁~:(i/u)ma[V→V]-@₁–lghii[V→N][N][Abs][Unpd][Sg]
tengeghrugumalghii	tegh-–nge[N→V]-–ghrug[V→V]-~:(ng₁)u[V→V]-@₁~:(i/u)magh[V→V]-@₁–lghii[V→N][N][Abs][Unpd][Sg]
tengeghrugumalghii	tenge-–ghrug[V→V]-@₁~:(i/u)ma[V→V]-@₁–lghii[V→N][N][Abs][Unpd][Sg]
tengeghrugumalghii	tenge-–ghrug[V→V]-@₁~:(i/u)magh[V→V]-@₁–lghii[V→N][N][Abs][Unpd][Sg]
tengeghrugumalghii	tenge-–ghrug[V→V]-~:(ng₁)u[V→V]-@₁~:(i/u)ma[V→V]-@₁–lghii[V→N][N][Abs][Unpd][Sg]
tengeghrugumalghii	tenge-–ghrug[V→V]-~:(ng₁)u[V→V]-@₁~:(i/u)magh[V→V]-@₁–lghii[V→N][N][Abs][Unpd][Sg]

ima	ima
ima	ima[V][Intr][Opt][PRS][2Sg]

------------------------
Uqitaqestaghngaan aga tengesluku, Meteghllukruk nalugumalghii taaggun.

aga	aga

tengesluku	tegh-–nge[N→V]-(te)ste[V→V][V][Trns][Sbrd][_][3Sg]
tengesluku	tegh-–nge[N→V]-(te)ste[Cmpd_Vbl]-te[V→V][V][Trns][Sbrd][_][3Sg]
tengesluku	tegh-–nge[N→V]-(te)ste[Cmpd_Vbl][V][Trns][Sbrd][_][3Sg]
tengesluku	tenge-(te)ste[V→V][V][Trns][Sbrd][_][3Sg]
tengesluku	tenge-(te)ste[Cmpd_Vbl]-te[V→V][V][Trns][Sbrd][_][3Sg]
tengesluku	tenge-(te)ste[Cmpd_Vbl][V][Trns][Sbrd][_][3Sg]

meteghllukruk	meteghllug-–qruk[N→N][N][Abs][Unpd][Sg]

nalugumalghii	nalug-@₁~:(i/u)ma[V→V]-@₁–lghii[V→N][N][Abs][Unpd][Sg]
nalugumalghii	nalug-@₁~:(i/u)magh[V→V]-@₁–lghii[V→N][N][Abs][Unpd][Sg]
nalugumalghii	nalug-~:(ng₁)u[V→V]-@₁~:(i/u)ma[V→V]-@₁–lghii[V→N][N][Abs][Unpd][Sg]
nalugumalghii	nalug-~:(ng₁)u[V→V]-@₁~:(i/u)magh[V→V]-@₁–lghii[V→N][N][Abs][Unpd][Sg]

------------------------
